,Settlement Point Price
4138,20.28
4139,22.81
4140,27.43
4141,28.12
4142,29.3
4143,29.34
4144,24.4
4145,19.95
4146,21.28
4147,18.77
4148,18.83
4149,19.5
4150,18.09
4151,15.74
4152,14.76
4153,14.56
4154,14.26
4155,14.12
4156,14.12
4157,12.49
4158,13.22
4159,15.87
4160,16.4
4161,17.09
4162,17.94
4163,19.12
4164,24.11
4165,28.83
4166,32.09
4167,35.63
4168,32.97
4169,24.34
4170,22.79
4171,24.47
4172,22.13
4173,20.58
4174,18.35
4175,18.19
4176,16.9
4177,15.42
4178,15.13
4179,15.49
4180,17.71
4181,18.58
4182,18.88
4183,19.03
4184,19.4
4185,22.11
4186,22.33
4187,25.76
4188,32.62
4189,37.03
4190,40.57
4191,38.74
4192,32.78
4193,25.46
4194,23.52
4195,21.82
4196,20.95
4197,19.75
4198,17.76
4199,17.0
4200,15.75
4201,14.63
4202,14.25
4203,14.24
4204,15.74
4205,16.91
4206,17.66
4207,18.4
4208,18.32
4209,19.64
4210,21.3
4211,24.06
4212,34.62
4213,39.9
4214,39.31
4215,39.45
4216,28.7
4217,24.03
4218,21.63
4219,21.48
4220,19.66
4221,19.45
4222,18.6
4223,15.37
4224,14.38
4225,13.09
4226,12.94
4227,13.31
4228,14.96
4229,17.02
4230,16.54
4231,17.43
4232,17.4
4233,18.75
4234,18.88
4235,19.77
4236,26.05
4237,27.95
4238,35.08
4239,36.06
4240,30.93
4241,22.6
4242,21.02
4243,19.8
4244,19.35
4245,18.62
4246,17.2
4247,15.5
4248,13.62
4249,13.12
4250,12.26
4251,12.57
4252,13.27
4253,16.05
4254,16.92
4255,17.54
4256,18.65
4257,19.27
4258,21.27
4259,25.84
4260,34.13
4261,38.88
4262,40.82
4263,39.2
4264,32.4
4265,24.69
4266,21.17
4267,20.46
4268,19.82
4269,19.16
4270,17.25
4271,15.87
4272,15.38
4273,14.16
4274,13.69
4275,13.87
4276,14.14
4277,16.67
4278,17.79
4279,18.49
4280,19.52
4281,21.48
4282,27.24
4283,36.06
4284,41.84
4285,46.88
4286,59.94
4287,58.91
4288,42.88
4289,35.74
4290,28.76
4291,25.61
4292,22.18
4293,20.14
4294,19.07
4295,16.51
4296,15.55
4297,13.81
4298,13.18
4299,13.08
4300,13.2
4301,15.56
4302,15.97
4303,17.06
4304,18.49
4305,19.56
4306,22.82
4307,29.52
4308,36.35
4309,41.52
4310,41.85
4311,46.72
4312,43.48
4313,31.08
4314,27.02
4315,23.96
4316,21.34
4317,19.24
4318,18.3
4319,16.87
4320,15.83
4321,15.01
4322,14.5
4323,13.93
4324,13.29
4325,14.64
4326,14.67
4327,15.87
4328,17.35
4329,18.36
4330,21.38
4331,26.37
4332,31.95
4333,38.09
4334,42.95
4335,43.04
4336,35.93
4337,25.94
4338,21.34
4339,19.52
4340,18.94
4341,18.66
4342,17.44
4343,14.47
4344,13.21
4345,12.65
4346,12.97
4347,13.22
4348,14.32
4349,16.99
4350,16.77
4351,17.54
4352,18.13
4353,18.78
4354,20.95
4355,24.77
4356,31.61
4357,39.33
4358,41.35
4359,41.53
4360,28.72
4361,21.48
4362,19.9
4363,19.03
4364,18.57
4365,17.42
4366,15.55
4367,13.69
4368,13.78
4369,13.13
4370,12.71
4371,13.32
4372,14.57
4373,15.69
4374,15.61
4375,17.74
4376,18.06
4377,18.96
4378,20.68
4379,23.73
4380,29.36
4381,38.91
4382,40.73
4383,41.56
4384,33.94
4385,24.24
4386,21.49
4387,20.29
4388,18.83
4389,18.76
4390,16.56
4391,14.87
4392,14.54
4393,13.49
4394,13.27
4395,13.21
4396,14.09
4397,15.72
4398,16.39
4399,18.07
4400,17.52
4401,18.75
4402,21.56
4403,24.12
4404,33.03
4405,37.27
4406,44.06
4407,41.2
4408,28.25
4409,24.83
4410,21.28
4411,19.45
4412,18.17
4413,17.98
4414,16.64
4415,14.64
4416,14.08
4417,12.9
4418,12.91
4419,13.36
4420,13.92
4421,14.94
4422,15.28
4423,15.99
4424,16.68
4425,18.02
4426,19.91
4427,25.86
4428,28.58
4429,33.8
4430,39.89
4431,42.53
4432,34.99
4433,25.85
4434,23.33
4435,19.98
4436,18.7
4437,17.97
4438,15.97
4439,14.29
4440,13.67
4441,12.41
4442,12.14
4443,12.4
4444,13.34
4445,14.98
4446,15.83
4447,17.56
4448,17.58
4449,18.71
4450,22.95
4451,27.06
4452,32.27
4453,40.93
4454,56.22
4455,56.05
4456,38.51
4457,27.37
4458,24.37
4459,23.54
4460,21.56
4461,18.9
4462,18.24
4463,16.34
4464,15.44
4465,14.21
4466,13.45
4467,13.07
4468,13.06
4469,14.64
4470,15.05
4471,17.03
4472,17.64
4473,21.06
4474,27.07
4475,30.66
4476,37.45
4477,46.25
4478,67.53
4479,75.79
4480,53.92
4481,30.41
4482,26.76
4483,23.64
4484,22.29
4485,19.15
4486,18.96
4487,17.94
4488,15.96
4489,15.0
4490,14.54
4491,14.0
4492,13.68
4493,14.79
4494,15.0
4495,17.23
4496,18.97
4497,22.51
4498,26.97
4499,34.7
4500,44.01
4501,56.99
4502,63.17
4503,68.4
4504,47.98
4505,39.98
4506,29.37
4507,25.7
4508,24.78
4509,19.76
4510,18.51
4511,18.41
4512,17.05
4513,15.51
4514,15.02
4515,14.87
4516,15.46
4517,15.89
4518,16.56
4519,18.38
4520,18.63
4521,23.92
4522,30.55
4523,40.19
4524,49.47
4525,60.01
4526,81.3
4527,79.06
4528,50.64
4529,36.28
4530,27.64
4531,22.77
4532,20.62
4533,18.93
4534,18.05
4535,16.25
4536,15.37
4537,14.43
4538,13.92
4539,13.91
4540,14.64
4541,16.54
4542,17.7
4543,18.68
4544,19.21
4545,23.88
4546,30.98
4547,45.88
4548,74.53
4549,149.97
4550,216.35
4551,274.53
4552,149.95
4553,64.76
4554,40.88
4555,30.55
4556,24.75
4557,20.32
4558,18.86
4559,15.56
4560,14.57
4561,12.82
4562,12.19
4563,12.28
4564,14.06
4565,16.89
4566,18.05
4567,19.31
4568,21.7
4569,29.08
4570,33.15
4571,47.84
4572,74.13
4573,131.84
4574,199.25
4575,191.78
4576,107.24
4577,52.35
4578,36.61
4579,29.46
4580,27.62
4581,21.02
4582,19.8
4583,19.19
4584,18.06
4585,17.0
4586,16.55
4587,16.45
4588,16.84
4589,19.48
4590,19.75
4591,20.58
4592,23.44
4593,28.83
4594,34.66
4595,42.77
4596,64.92
4597,79.97
4598,99.89
4599,112.88
4600,65.03
4601,42.25
4602,33.36
4603,29.98
4604,29.59
4605,23.67
4606,20.89
4607,19.61
4608,18.03
4609,16.64
4610,16.12
4611,15.97
4612,16.32
4613,17.83
4614,18.56
4615,19.61
4616,21.45
4617,27.81
4618,34.65
4619,41.82
4620,51.09
4621,76.84
4622,100.55
4623,112.81
4624,62.05
4625,45.23
4626,36.03
4627,28.12
4628,24.71
4629,22.67
4630,20.62
4631,19.17
4632,17.85
4633,17.21
4634,16.37
4635,16.44
4636,16.71
4637,18.88
4638,19.63
4639,20.46
4640,22.23
4641,29.46
4642,33.65
4643,41.7
4644,57.1
4645,84.96
4646,118.3
4647,171.9
4648,78.05
4649,44.0
4650,35.08
4651,29.86
4652,27.69
4653,22.4
4654,20.57
4655,20.36
4656,19.17
4657,18.15
4658,17.57
4659,17.19
4660,17.17
4661,19.08
4662,19.9
4663,21.31
4664,24.53
4665,29.76
4666,32.54
4667,41.22
4668,53.79
4669,71.85
4670,91.83
4671,94.23
4672,82.38
4673,43.61
4674,36.51
4675,30.43
4676,27.85
4677,21.13
4678,20.09
4679,18.89
4680,17.43
4681,16.36
4682,16.07
4683,16.05
4684,16.91
4685,18.79
4686,20.0
4687,20.29
4688,22.12
4689,27.23
4690,31.8
4691,41.21
4692,68.32
4693,108.03
4694,133.41
4695,141.39
4696,76.67
4697,46.74
4698,35.19
4699,28.81
4700,25.19
4701,20.04
4702,20.0
4703,17.46
4704,16.23
4705,14.24
4706,13.94
4707,13.68
4708,14.67
4709,17.13
4710,17.26
4711,18.17
4712,18.94
4713,20.48
4714,24.4
4715,27.26
4716,38.65
4717,56.46
4718,74.02
4719,78.08
4720,40.88
4721,33.3
4722,25.39
4723,22.55
4724,20.95
4725,20.37
4726,19.14
4727,16.96
4728,15.45
4729,13.29
4730,13.62
4731,13.47
4732,13.94
4733,16.69
4734,17.03
4735,18.24
4736,19.42
4737,20.04
4738,22.28
4739,25.36
4740,32.39
4741,44.78
4742,54.75
4743,59.39
4744,37.82
4745,27.12
4746,23.77
4747,21.57
4748,20.06
4749,19.29
4750,18.33
4751,16.72
4752,15.32
4753,14.55
4754,14.03
4755,13.82
4756,14.65
4757,15.48
4758,15.5
4759,15.91
4760,17.93
4761,19.01
4762,20.7
4763,26.39
4764,30.43
4765,38.34
4766,49.49
4767,56.31
4768,35.23
4769,27.58
4770,23.86
4771,20.76
4772,19.43
4773,19.2
4774,17.78
4775,16.06
4776,13.76
4777,15.58
4778,14.62
4779,14.86
4780,16.13
4781,16.55
4782,15.58
4783,16.87
4784,18.43
4785,18.96
4786,20.62
4787,25.5
4788,30.64
4789,34.71
4790,41.39
4791,43.01
4792,31.0
4793,24.43
4794,23.57
4795,20.77
4796,19.78
4797,18.14
4798,17.19
4799,15.71
4800,14.22
4801,15.31
4802,14.12
4803,13.81
4804,14.12
4805,15.25
4806,15.74
4807,16.45
4808,17.15
4809,18.55
4810,19.43
4811,22.83
4812,26.06
4813,30.28
4814,38.24
4815,40.98
4816,28.87
4817,24.42
4818,22.22
4819,20.57
4820,20.52
4821,18.29
4822,17.04
4823,14.87
4824,13.62
4825,14.6
4826,13.72
4827,13.65
4828,13.82
4829,14.5
4830,15.31
4831,16.06
4832,17.73
4833,19.47
4834,20.78
4835,24.64
4836,32.1
4837,47.41
4838,61.36
4839,61.96
4840,55.85
4841,34.88
4842,28.13
4843,26.58
4844,23.98
4845,20.71
4846,19.38
4847,17.17
4848,15.92
4849,15.58
4850,14.53
4851,14.98
4852,15.82
4853,16.61
4854,17.52
4855,18.45
4856,20.51
4857,24.28
4858,29.91
4859,38.22
4860,45.54
4861,72.18
4862,93.57
4863,95.23
4864,59.3
4865,40.12
4866,34.21
4867,26.67
4868,23.6
4869,22.03
4870,19.75
4871,17.97
4872,16.91
4873,16.01
4874,15.71
4875,15.8
4876,16.77
4877,18.0
4878,18.23
4879,19.17
4880,18.99
4881,20.84
4882,23.61
4883,25.33
4884,29.09
4885,36.31
4886,42.21
4887,49.2
4888,33.48
4889,27.85
4890,24.55
4891,24.35
4892,21.96
4893,19.94
4894,18.87
4895,17.95
4896,16.29
4897,15.63
4898,15.0
4899,15.13
4900,15.8
4901,17.94
4902,18.28
4903,19.08
4904,19.2
4905,21.62
4906,23.94
4907,25.24
4908,29.19
4909,32.54
4910,48.87
4911,57.48
4912,45.71
4913,31.32
4914,26.84
4915,22.57
4916,20.58
4917,18.68
4918,17.65
4919,15.09
4920,13.97
4921,13.08
4922,12.54
4923,12.32
4924,13.08
4925,15.0
4926,15.58
4927,16.77
4928,17.96
4929,19.21
4930,21.12
4931,24.27
4932,28.13
4933,36.41
4934,42.13
4935,46.79
4936,39.65
4937,27.77
4938,23.52
4939,22.44
4940,19.89
4941,18.26
4942,16.66
4943,14.19
4944,11.92
4945,12.26
4946,11.9
4947,11.28
4948,13.64
4949,14.96
4950,15.72
4951,17.06
4952,17.83
4953,19.57
4954,23.02
4955,27.65
4956,33.54
4957,41.04
4958,48.14
4959,52.66
4960,39.89
4961,26.37
4962,23.76
4963,22.43
4964,19.55
4965,18.24
4966,17.4
4967,14.9
4968,12.35
4969,13.47
4970,12.76
4971,11.56
4972,12.91
4973,14.23
4974,16.01
4975,18.17
4976,18.47
4977,19.62
4978,23.19
4979,28.64
4980,33.51
4981,39.33
4982,47.46
4983,50.33
4984,32.49
4985,30.98
4986,24.38
4987,22.01
4988,19.89
4989,17.42
4990,16.51
4991,16.08
4992,13.1
4993,13.86
4994,12.85
4995,12.56
4996,12.67
4997,14.32
4998,15.11
4999,16.67
5000,17.13
5001,19.35
5002,20.02
5003,24.85
5004,26.47
5005,30.05
5006,43.47
5007,43.13
5008,34.85
5009,30.99
5010,28.8
5011,25.57
5012,23.38
5013,20.8
5014,18.09
5015,15.86
5016,14.53
5017,14.87
5018,14.39
5019,14.24
5020,15.2
5021,16.93
5022,17.75
5023,19.2
5024,20.42
5025,23.55
5026,28.78
5027,35.77
5028,47.59
5029,60.03
5030,75.04
5031,88.87
5032,51.41
5033,38.07
5034,30.44
5035,27.98
5036,25.25
5037,21.53
5038,19.5
5039,17.53
5040,16.49
5041,15.89
5042,15.45
5043,15.82
5044,16.27
5045,17.99
5046,18.55
5047,19.19
5048,21.24
5049,25.32
5050,30.13
5051,43.68
5052,74.85
5053,84.77
5054,87.42
5055,96.91
5056,69.23
5057,39.13
5058,28.24
5059,25.17
5060,21.73
5061,19.49
5062,17.93
5063,17.15
5064,16.16
5065,15.2
5066,14.73
5067,15.09
5068,15.69
5069,17.82
5070,18.43
5071,19.4
5072,20.98
5073,25.11
5074,34.73
5075,51.53
5076,105.36
5077,144.56
5078,185.46
5079,192.0
5080,102.1
5081,43.1
5082,30.09
5083,25.19
5084,21.4
5085,18.57
5086,16.95
5087,15.45
5088,14.63
5089,14.28
5090,13.91
5091,13.74
5092,14.81
5093,16.58
5094,16.97
5095,17.82
5096,19.07
5097,24.7
5098,28.74
5099,47.59
5100,116.54
5101,142.04
5102,174.01
5103,164.69
5104,76.76
5105,38.4
5106,27.07
5107,24.38
5108,19.62
5109,17.63
5110,16.32
5111,14.54
5112,13.71
5113,13.04
5114,13.35
5115,13.27
5116,13.3
5117,15.4
5118,16.13
5119,17.2
5120,18.77
5121,22.51
5122,28.03
5123,42.73
5124,133.68
5125,206.21
5126,292.14
5127,299.08
5128,131.27
5129,47.94
5130,37.68
5131,28.49
5132,22.96
5133,18.48
5134,17.45
5135,15.93
5136,13.33
5137,13.66
5138,13.33
5139,13.26
5140,13.75
5141,15.19
5142,16.31
5143,18.32
5144,19.81
5145,22.97
5146,26.67
5147,37.08
5148,48.04
5149,56.88
5150,75.31
5151,70.49
5152,49.12
5153,32.97
5154,26.85
5155,24.36
5156,21.4
5157,19.2
5158,17.6
5159,15.87
5160,14.72
5161,13.99
5162,13.73
5163,14.09
5164,14.36
5165,16.65
5166,16.45
5167,17.28
5168,18.48
5169,21.79
5170,24.57
5171,33.09
5172,35.87
5173,40.32
5174,50.06
5175,58.1
5176,46.17
5177,35.44
5178,31.14
5179,27.08
5180,24.65
5181,17.77
5182,17.03
5183,17.02
5184,15.83
5185,15.12
5186,15.01
5187,15.93
5188,16.65
5189,17.94
5190,18.04
5191,18.86
5192,21.33
5193,26.95
5194,33.45
5195,43.93
5196,97.29
5197,126.38
5198,156.28
5199,168.26
5200,74.93
5201,48.18
5202,35.62
5203,29.22
5204,24.52
5205,19.48
5206,17.43
5207,16.36
5208,15.1
5209,13.81
5210,14.19
5211,14.59
5212,16.06
5213,17.54
5214,18.52
5215,19.54
5216,20.51
5217,26.4
5218,34.66
5219,53.84
5220,211.34
5221,295.0
5222,405.01
5223,383.01
5224,219.95
5225,53.48
5226,36.21
5227,27.81
5228,22.32
5229,19.95
5230,18.05
5231,15.41
5232,14.03
5233,12.87
5234,12.86
5235,12.84
5236,13.35
5237,14.68
5238,15.57
5239,15.97
5240,18.01
5241,22.17
5242,31.64
5243,54.28
5244,299.81
5245,516.46
5246,1009.12
5247,800.13
5248,416.04
5249,51.48
5250,33.74
5251,25.55
5252,19.64
5253,18.43
5254,16.38
5255,14.13
5256,12.66
5257,11.42
5258,12.25
5259,12.05
5260,13.09
5261,14.26
5262,14.54
5263,15.55
5264,16.79
5265,19.24
5266,23.03
5267,32.51
5268,67.39
5269,120.42
5270,194.95
5271,185.11
5272,85.7
5273,35.29
5274,29.1
5275,25.25
5276,20.08
5277,18.54
5278,16.9
5279,15.06
5280,13.51
5281,12.79
5282,12.2
5283,12.07
5284,12.73
5285,14.94
5286,15.28
5287,17.23
5288,17.56
5289,21.34
5290,25.55
5291,34.34
5292,84.05
5293,179.05
5294,297.05
5295,300.56
5296,176.85
5297,46.3
5298,32.6
5299,28.87
5300,23.13
5301,19.87
5302,17.84
5303,15.32
5304,13.62
5305,12.87
5306,12.08
5307,12.56
5308,13.01
5309,13.01
5310,13.7
5311,15.88
5312,17.41
5313,20.34
5314,28.25
5315,39.12
5316,119.09
5317,149.49
5318,289.51
5319,314.65
5320,143.14
5321,41.01
5322,29.7
5323,24.58
5324,19.8
5325,18.49
5326,16.78
5327,14.15
5328,13.24
5329,11.79
5330,12.67
5331,12.7
5332,12.58
5333,11.3
5334,12.71
5335,14.04
5336,16.12
5337,18.5
5338,24.56
5339,34.84
5340,141.21
5341,254.83
5342,399.37
5343,416.86
5344,183.69
5345,51.03
5346,33.1
5347,28.15
5348,19.8
5349,17.41
5350,16.19
5351,13.98
5352,12.93
5353,11.48
5354,10.08
5355,12.91
5356,11.68
5357,13.44
5358,14.17
5359,15.69
5360,17.35
5361,19.23
5362,26.12
5363,43.33
5364,256.03
5365,486.34
5366,948.31
5367,948.22
5368,435.75
5369,55.4
5370,36.05
5371,29.11
5372,20.06
5373,18.83
5374,16.86
5375,14.71
5376,13.59
5377,12.31
5378,12.09
5379,12.81
5380,13.99
5381,15.9
5382,16.71
5383,18.67
5384,19.23
5385,24.67
5386,36.68
5387,129.77
5388,857.46
5389,1509.35
5390,2605.51
5391,2709.97
5392,1337.43
5393,190.04
5394,46.4
5395,31.61
5396,25.67
5397,21.15
5398,18.27
5399,17.48
5400,16.55
5401,15.52
5402,15.05
5403,15.52
5404,16.53
5405,18.56
5406,19.17
5407,20.7
5408,21.59
5409,27.75
5410,37.57
5411,138.24
5412,300.02
5413,930.69
5414,1386.71
5415,1338.5
5416,654.81
5417,96.81
5418,42.78
5419,35.87
5420,26.67
5421,21.14
5422,17.92
5423,17.85
5424,16.87
5425,16.11
5426,16.28
5427,16.19
5428,16.66
5429,17.75
5430,17.94
5431,19.21
5432,20.68
5433,26.72
5434,41.22
5435,74.89
5436,268.0
5437,802.57
5438,1758.0
5439,1758.0
5440,431.25
5441,65.38
5442,36.12
5443,27.79
5444,22.81
5445,19.41
5446,17.6
5447,14.99
5448,13.17
5449,11.45
5450,13.05
5451,13.04
5452,12.4
5453,14.23
5454,16.49
5455,18.75
5456,19.26
5457,24.01
5458,28.31
5459,73.9
5460,780.42
5461,2500.82
5462,3351.01
5463,3494.28
5464,1571.05
5465,134.18
5466,30.96
5467,26.91
5468,23.1
5469,19.46
5470,17.2
5471,14.31
5472,12.64
5473,10.78
5474,12.55
5475,11.59
5476,11.79
5477,10.02
5478,11.51
5479,14.26
5480,16.09
5481,18.65
5482,22.43
5483,29.72
5484,47.65
5485,143.61
5486,401.73
5487,698.83
5488,183.13
5489,41.81
5490,29.01
5491,25.69
5492,19.17
5493,17.48
5494,15.91
5495,13.74
5496,11.91
5497,10.36
5498,11.81
5499,10.44
5500,10.37
5501,12.01
5502,9.9
5503,13.33
5504,14.63
5505,17.84
5506,21.18
5507,28.49
5508,36.34
5509,72.98
5510,210.83
5511,553.5
5512,153.3
5513,43.68
5514,31.06
5515,28.0
5516,21.74
5517,17.8
5518,15.79
5519,13.27
5520,11.87
5521,10.12
5522,12.44
5523,12.32
5524,11.99
5525,13.67
5526,14.15
5527,16.43
5528,18.12
5529,21.04
5530,25.54
5531,35.32
5532,114.48
5533,734.57
5534,1349.67
5535,1495.69
5536,398.67
5537,38.53
5538,28.24
5539,25.98
5540,19.49
5541,17.68
5542,15.43
5543,13.0
5544,12.14
5545,11.51
5546,12.59
5547,12.08
5548,13.1
5549,14.73
5550,15.97
5551,17.92
5552,19.33
5553,24.86
5554,29.28
5555,47.8
5556,275.25
5557,1267.96
5558,2135.98
5559,1860.79
5560,540.47
5561,51.92
5562,37.99
5563,28.48
5564,25.47
5565,19.69
5566,17.21
5567,14.37
5568,13.5
5569,12.68
5570,12.19
5571,12.29
5572,13.16
5573,15.84
5574,17.2
5575,19.12
5576,20.1
5577,26.0
5578,34.3
5579,49.77
5580,419.31
5581,1997.8
5582,3198.62
5583,2505.36
5584,693.01
5585,74.37
5586,43.51
5587,29.96
5588,26.25
5589,20.17
5590,18.0
5591,14.47
5592,13.54
5593,14.3
5594,13.47
5595,12.7
5596,13.69
5597,15.7
5598,16.39
5599,18.5
5600,19.07
5601,23.68
5602,27.02
5603,35.33
5604,70.77
5605,174.7
5606,432.36
5607,465.81
5608,124.92
5609,39.59
5610,32.01
5611,28.24
5612,24.68
5613,20.01
5614,17.8
5615,14.39
5616,13.1
5617,13.98
5618,13.49
5619,13.13
5620,14.44
5621,17.21
5622,18.92
5623,19.45
5624,19.74
5625,24.22
5626,28.33
5627,36.0
5628,55.03
5629,86.07
5630,193.69
5631,166.82
5632,52.64
5633,31.56
5634,28.63
5635,25.92
5636,22.89
5637,19.35
5638,17.63
5639,16.98
5640,15.52
5641,14.76
5642,14.98
5643,14.66
5644,14.93
5645,16.47
5646,16.72
5647,18.59
5648,20.0
5649,22.54
5650,25.55
5651,31.52
5652,40.02
5653,50.02
5654,121.5
5655,131.32
5656,54.19
5657,33.26
5658,27.52
5659,25.18
5660,21.32
5661,18.75
5662,17.56
5663,15.24
5664,13.99
5665,12.88
5666,11.98
5667,12.72
5668,11.43
5669,12.44
5670,13.01
5671,15.49
5672,16.84
5673,20.39
5674,24.67
5675,33.26
5676,45.0
5677,54.01
5678,169.88
5679,179.17
5680,119.8
5681,49.78
5682,36.47
5683,26.63
5684,19.82
5685,17.04
5686,15.65
5687,13.17
5688,10.97
5689,10.3
5690,12.18
5691,12.41
5692,12.24
5693,13.68
5694,15.01
5695,16.67
5696,18.33
5697,22.31
5698,27.08
5699,38.11
5700,201.11
5701,1291.65
5702,3499.49
5703,2579.86
5704,1409.71
5705,146.48
5706,36.92
5707,29.2
5708,23.84
5709,21.39
5710,18.66
5711,13.42
5712,12.9
5713,12.41
5714,11.91
5715,12.18
5716,13.77
5717,15.62
5718,16.65
5719,18.66
5720,20.04
5721,21.21
5722,26.04
5723,32.46
5724,51.07
5725,100.24
5726,211.84
5727,237.08
5728,85.87
5729,36.2
5730,29.47
5731,25.26
5732,23.76
5733,19.09
5734,17.78
5735,16.77
5736,15.28
5737,14.8
5738,14.33
5739,14.31
5740,15.52
5741,17.4
5742,17.62
5743,18.47
5744,19.97
5745,21.2
5746,26.26
5747,30.6
5748,39.52
5749,62.34
5750,114.36
5751,121.86
5752,46.49
5753,32.52
5754,29.6
5755,27.21
5756,22.18
5757,19.68
5758,17.86
5759,16.46
5760,14.91
5761,15.05
5762,14.58
5763,14.69
5764,14.8
5765,16.28
5766,16.96
5767,17.58
5768,19.38
5769,20.84
5770,25.74
5771,36.1
5772,50.47
5773,101.17
5774,191.18
5775,213.32
5776,70.1
5777,35.59
5778,28.1
5779,23.84
5780,18.8
5781,17.54
5782,16.24
5783,13.91
5784,12.7
5785,13.79
5786,13.17
5787,13.35
5788,12.38
5789,14.24
5790,15.1
5791,16.78
5792,19.2
5793,21.34
5794,27.5
5795,35.59
5796,60.1
5797,92.22
5798,173.2
5799,144.0
5800,49.47
5801,30.0
5802,27.5
5803,23.46
5804,20.22
5805,18.33
5806,17.14
5807,15.0
5808,13.95
5809,13.77
5810,13.55
5811,13.74
5812,14.48
5813,15.05
5814,15.66
5815,18.12
5816,19.49
5817,22.11
5818,29.4
5819,47.0
5820,73.31
5821,93.0
5822,125.5
5823,121.02
5824,65.7
5825,39.91
5826,34.48
5827,26.08
5828,21.96
5829,19.08
5830,17.83
5831,14.87
5832,14.27
5833,13.59
5834,13.79
5835,13.62
5836,13.53
5837,14.81
5838,15.9
5839,17.54
5840,19.01
5841,21.39
5842,26.91
5843,36.66
5844,40.63
5845,61.18
5846,105.96
5847,121.74
5848,69.23
5849,40.03
5850,32.12
5851,27.98
5852,22.21
5853,18.96
5854,17.73
5855,17.48
5856,16.43
5857,15.57
5858,15.08
5859,15.01
5860,14.94
5861,15.38
5862,15.64
5863,18.14
5864,20.77
5865,26.57
5866,30.76
5867,40.56
5868,50.54
5869,96.76
5870,157.92
5871,182.17
5872,90.49
5873,44.94
5874,38.32
5875,29.46
5876,23.02
5877,19.76
5878,18.52
5879,15.69
5880,14.46
5881,13.98
5882,13.44
5883,13.54
5884,14.12
5885,17.88
5886,19.04
5887,21.24
5888,22.97
5889,28.08
5890,34.78
5891,48.48
5892,103.42
5893,250.25
5894,393.4
5895,524.18
5896,219.13
5897,49.56
5898,41.82
5899,36.87
5900,27.46
5901,21.0
5902,19.05
5903,16.24
5904,15.25
5905,14.6
5906,14.2
5907,14.34
5908,14.96
5909,17.84
5910,17.99
5911,19.84
5912,22.02
5913,26.92
5914,31.63
5915,43.93
5916,80.05
5917,232.32
5918,558.87
5919,664.56
5920,199.0
5921,56.09
5922,44.62
5923,33.56
5924,24.98
5925,19.97
5926,18.38
5927,15.52
5928,14.36
5929,13.54
5930,13.22
5931,13.43
5932,14.27
5933,16.44
5934,17.21
5935,18.83
5936,21.55
5937,26.2
5938,30.76
5939,62.18
5940,499.64
5941,2573.94
5942,4262.77
5943,5008.13
5944,2490.17
5945,422.9
5946,54.87
5947,40.2
5948,26.5
5949,20.62
5950,17.77
5951,14.4
5952,12.82
5953,9.79
5954,7.89
5955,9.2
5956,12.01
5957,15.2
5958,16.27
5959,18.14
5960,19.71
5961,25.23
5962,30.55
5963,49.2
5964,440.77
5965,2018.01
5966,4000.32
5967,4489.75
5968,2010.91
5969,313.32
5970,46.35
5971,35.15
5972,26.05
5973,20.29
5974,18.84
5975,17.69
5976,16.15
5977,14.83
5978,13.56
5979,13.53
5980,13.09
5981,13.94
5982,15.21
5983,18.35
5984,20.83
5985,24.4
5986,28.67
5987,35.59
5988,39.42
5989,63.16
5990,106.39
5991,98.96
5992,48.52
5993,31.87
5994,30.78
5995,26.04
5996,22.01
5997,19.38
5998,17.16
5999,15.8
6000,14.34
6001,14.64
6002,13.36
6003,12.87
6004,12.8
6005,15.18
6006,14.46
6007,15.88
6008,17.93
6009,18.99
6010,19.37
6011,24.38
6012,29.65
6013,31.96
6014,43.28
6015,46.8
6016,37.93
6017,27.7
6018,24.5
6019,22.7
6020,19.87
6021,18.72
6022,15.83
6023,14.73
6024,15.86
6025,14.51
6026,14.05
6027,12.12
6028,14.37
6029,16.53
6030,16.75
6031,18.03
6032,19.74
6033,21.66
6034,21.12
6035,26.13
6036,32.46
6037,40.4
6038,46.89
6039,48.93
6040,34.03
6041,28.93
6042,26.38
6043,23.57
6044,20.47
6045,19.43
6046,16.2
6047,14.77
6048,15.44
6049,14.7
6050,14.23
6051,14.3
6052,14.24
6053,16.8
6054,17.0
6055,16.76
6056,17.46
6057,18.79
6058,20.2
6059,23.09
6060,27.93
6061,39.09
6062,38.76
6063,36.7
6064,34.4
6065,27.05
6066,24.41
6067,22.01
6068,20.09
6069,20.09
6070,17.49
6071,15.62
6072,14.75
6073,15.64
6074,15.36
6075,15.53
6076,15.51
6077,17.76
6078,17.15
6079,17.19
6080,17.86
6081,18.94
6082,20.81
6083,23.89
6084,29.78
6085,34.81
6086,42.08
6087,41.46
6088,34.62
6089,29.57
6090,28.01
6091,26.24
6092,22.21
6093,20.37
6094,17.94
6095,16.57
6096,15.65
6097,15.82
6098,14.42
6099,15.47
6100,15.6
6101,16.75
6102,17.09
6103,17.94
6104,21.06
6105,21.78
6106,26.2
6107,32.54
6108,43.75
6109,49.79
6110,75.57
6111,89.39
6112,54.14
6113,42.16
6114,37.11
6115,32.53
6116,25.9
6117,22.23
6118,21.11
6119,17.26
6120,16.49
6121,16.05
6122,16.09
6123,15.89
6124,16.83
6125,20.01
6126,20.17
6127,22.69
6128,22.73
6129,27.49
6130,33.75
