SNYDER,MONAHANS,MONAHANS_2,ODESSA,ODESSA_3,ODESSA_4,SILVER,PALOPINTO,SAVOY,PARIS,GREENVILLE,MOUNTPLEASANT,WICHITAFALLS,DENTON,SHERMAN,PARIS_5,SILVER_6,CHRISTINE,FANNIN,SANTAROSA,BISHOP,CORPUSCHRISTI,GREGORY,CORPUSCHRISTI_7,GREGORY_8,MISSION,MISSION_9,CORPUSCHRISTI_10,CORPUSCHRISTI_11,SANTAROSA_12,LAREDO,LAREDO_13,PEARSALL,BROWNSVILLE,ALEDO,DALLAS,DALLAS_14,GRAHAM,ARLINGTON,IRVING,POOLVILLE,GRANBURY,TEMPLE,MCKINNEY,MIDLOTHIAN,MCKINNEY_15,GRANBURY_16,DALLAS_17,RIESEL,BRIDGEPORT,ENNIS,PALOPINTO_18,LEWSIVILLE,BASTROP,SANANTONIO,MARION,LAGRANGE,WINCHESTER,ROCKDALE,SANANTONIO_19,SEGUIN,ELMENDORF,NURSERY,VICTORIA,POINTCOMFORT,CEDARCREEK,NEWBRAUNFELS,PASADENA,DEERPARK,HOUSTON,MONTBELVIEU,CHANNELVIEW,HOUSTON_20,NURSERY_21,VICTORIA_22,BAYTOWN,FREEPORT,ALVIN,HOUSTON_24,LAPORTE,PASADENA_25,HOUSTON_26,HOUSTON_27,WILLIS,SHIRO,HOUSTON_28,BAYTOWN_29,WHARTON,NEWGULF,THOMPSONS,CHANNELVIEW_30,LAPORTE_31,FREEPORT_32,SHIRO_33,FAIRFIELD,TRINIDAD,FAIRFIELD_34,JEWETT,MTENTERPRISE,FRANKLIN,FRANKLIN_35,BREMOND,JACKSONVILLE,BRYAN
2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,1.914052632,1.914052632,2.43,2.43,2.43,2.43,1.914052632,1.914052632,1.914052632,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,1.914052632,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,1.914052632,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,1.914052632,2.43,2.43,2.43,2.43,2.43,2.43,2.43,1.914052632,2.43,1.914052632,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,2.43,1.914052632,1.914052632,1.914052632,2.43,1.914052632,1.914052632,1.914052632,1.914052632,2.43
2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,1.914052632,1.914052632,2.38,2.38,2.38,2.38,1.914052632,1.914052632,1.914052632,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,1.914052632,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,1.914052632,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,1.914052632,2.38,2.38,2.38,2.38,2.38,2.38,2.38,1.914052632,2.38,1.914052632,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,2.38,1.914052632,1.914052632,1.914052632,2.38,1.914052632,1.914052632,1.914052632,1.914052632,2.38
2.27,2.27,2.27,2.27,2.27,2.27,2.27,2.27,2.27,2.27,2.27,1.914052632,1.914052632,2.27,2.27,2.27,2.27,1.914052632,1.914052632,1.914052632,2.27,2.27,2.27,2.27,2.27,2.27,2.27,2.27,2.27,1.914052632,2.27,2.27,2.27,2.27,2.27,2.27,2.27,2.27,2.27,1.914052632,2.27,2.27,2.27,2.27,2.27,2.27,2.27,2.27,1.914052632,2.27,2.27,2.27,2.27,2.27,2.27,2.27,1.914052632,2.27,1.914052632,2.27,2.27,2.27,2.27,2.27,2.27,2.27,2.27,2.27,2.27,2.27,2.27,2.27,2.27,2.27,2.27,2.27,2.27,2.27,2.27,2.27,2.27,2.27,2.27,2.27,2.27,2.27,2.27,2.27,2.27,2.27,2.27,2.27,2.27,2.27,2.27,1.914052632,1.914052632,1.914052632,2.27,1.914052632,1.914052632,1.914052632,1.914052632,2.27
2.283333333,2.283333333,2.283333333,2.283333333,2.283333333,2.283333333,2.283333333,2.283333333,2.283333333,2.283333333,2.283333333,1.914052632,1.914052632,2.283333333,2.283333333,2.283333333,2.283333333,1.914052632,1.914052632,1.914052632,2.283333333,2.283333333,2.283333333,2.283333333,2.283333333,2.283333333,2.283333333,2.283333333,2.283333333,1.914052632,2.283333333,2.283333333,2.283333333,2.283333333,2.283333333,2.283333333,2.283333333,2.283333333,2.283333333,1.914052632,2.283333333,2.283333333,2.283333333,2.283333333,2.283333333,2.283333333,2.283333333,2.283333333,1.914052632,2.283333333,2.283333333,2.283333333,2.283333333,2.283333333,2.283333333,2.283333333,1.914052632,2.283333333,1.914052632,2.283333333,2.283333333,2.283333333,2.283333333,2.283333333,2.283333333,2.283333333,2.283333333,2.283333333,2.283333333,2.283333333,2.283333333,2.283333333,2.283333333,2.283333333,2.283333333,2.283333333,2.283333333,2.283333333,2.283333333,2.283333333,2.283333333,2.283333333,2.283333333,2.283333333,2.283333333,2.283333333,2.283333333,2.283333333,2.283333333,2.283333333,2.283333333,2.283333333,2.283333333,2.283333333,2.283333333,1.914052632,1.914052632,1.914052632,2.283333333,1.914052632,1.914052632,1.914052632,1.914052632,2.283333333
2.296666667,2.296666667,2.296666667,2.296666667,2.296666667,2.296666667,2.296666667,2.296666667,2.296666667,2.296666667,2.296666667,1.914052632,1.914052632,2.296666667,2.296666667,2.296666667,2.296666667,1.914052632,1.914052632,1.914052632,2.296666667,2.296666667,2.296666667,2.296666667,2.296666667,2.296666667,2.296666667,2.296666667,2.296666667,1.914052632,2.296666667,2.296666667,2.296666667,2.296666667,2.296666667,2.296666667,2.296666667,2.296666667,2.296666667,1.914052632,2.296666667,2.296666667,2.296666667,2.296666667,2.296666667,2.296666667,2.296666667,2.296666667,1.914052632,2.296666667,2.296666667,2.296666667,2.296666667,2.296666667,2.296666667,2.296666667,1.914052632,2.296666667,1.914052632,2.296666667,2.296666667,2.296666667,2.296666667,2.296666667,2.296666667,2.296666667,2.296666667,2.296666667,2.296666667,2.296666667,2.296666667,2.296666667,2.296666667,2.296666667,2.296666667,2.296666667,2.296666667,2.296666667,2.296666667,2.296666667,2.296666667,2.296666667,2.296666667,2.296666667,2.296666667,2.296666667,2.296666667,2.296666667,2.296666667,2.296666667,2.296666667,2.296666667,2.296666667,2.296666667,2.296666667,1.914052632,1.914052632,1.914052632,2.296666667,1.914052632,1.914052632,1.914052632,1.914052632,2.296666667
2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,1.914052632,1.914052632,2.31,2.31,2.31,2.31,1.914052632,1.914052632,1.914052632,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,1.914052632,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,1.914052632,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,1.914052632,2.31,2.31,2.31,2.31,2.31,2.31,2.31,1.914052632,2.31,1.914052632,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,1.914052632,1.914052632,1.914052632,2.31,1.914052632,1.914052632,1.914052632,1.914052632,2.31
2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,1.914052632,1.914052632,2.31,2.31,2.31,2.31,1.914052632,1.914052632,1.914052632,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,1.914052632,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,1.914052632,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,1.914052632,2.31,2.31,2.31,2.31,2.31,2.31,2.31,1.914052632,2.31,1.914052632,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,1.914052632,1.914052632,1.914052632,2.31,1.914052632,1.914052632,1.914052632,1.914052632,2.31
2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,1.914052632,1.914052632,2.34,2.34,2.34,2.34,1.914052632,1.914052632,1.914052632,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,1.914052632,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,1.914052632,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,1.914052632,2.34,2.34,2.34,2.34,2.34,2.34,2.34,1.914052632,2.34,1.914052632,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,1.914052632,1.914052632,1.914052632,2.34,1.914052632,1.914052632,1.914052632,1.914052632,2.34
2.32,2.32,2.32,2.32,2.32,2.32,2.32,2.32,2.32,2.32,2.32,1.914052632,1.914052632,2.32,2.32,2.32,2.32,1.914052632,1.914052632,1.914052632,2.32,2.32,2.32,2.32,2.32,2.32,2.32,2.32,2.32,1.914052632,2.32,2.32,2.32,2.32,2.32,2.32,2.32,2.32,2.32,1.914052632,2.32,2.32,2.32,2.32,2.32,2.32,2.32,2.32,1.914052632,2.32,2.32,2.32,2.32,2.32,2.32,2.32,1.914052632,2.32,1.914052632,2.32,2.32,2.32,2.32,2.32,2.32,2.32,2.32,2.32,2.32,2.32,2.32,2.32,2.32,2.32,2.32,2.32,2.32,2.32,2.32,2.32,2.32,2.32,2.32,2.32,2.32,2.32,2.32,2.32,2.32,2.32,2.32,2.32,2.32,2.32,2.32,1.914052632,1.914052632,1.914052632,2.32,1.914052632,1.914052632,1.914052632,1.914052632,2.32
2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42,1.914052632,1.914052632,2.42,2.42,2.42,2.42,1.914052632,1.914052632,1.914052632,2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42,1.914052632,2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42,1.914052632,2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42,1.914052632,2.42,2.42,2.42,2.42,2.42,2.42,2.42,1.914052632,2.42,1.914052632,2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42,2.42,1.914052632,1.914052632,1.914052632,2.42,1.914052632,1.914052632,1.914052632,1.914052632,2.42
2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,1.914052632,1.914052632,2.39,2.39,2.39,2.39,1.914052632,1.914052632,1.914052632,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,1.914052632,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,1.914052632,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,1.914052632,2.39,2.39,2.39,2.39,2.39,2.39,2.39,1.914052632,2.39,1.914052632,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,1.914052632,1.914052632,1.914052632,2.39,1.914052632,1.914052632,1.914052632,1.914052632,2.39
2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,1.914052632,1.914052632,2.36,2.36,2.36,2.36,1.914052632,1.914052632,1.914052632,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,1.914052632,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,1.914052632,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,1.914052632,2.36,2.36,2.36,2.36,2.36,2.36,2.36,1.914052632,2.36,1.914052632,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.36,1.914052632,1.914052632,1.914052632,2.36,1.914052632,1.914052632,1.914052632,1.914052632,2.36
2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,1.903454545,1.903454545,2.33,2.33,2.33,2.33,1.903454545,1.903454545,1.903454545,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,1.903454545,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,1.903454545,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,1.903454545,2.33,2.33,2.33,2.33,2.33,2.33,2.33,1.903454545,2.33,1.903454545,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,2.33,1.903454545,1.903454545,1.903454545,2.33,1.903454545,1.903454545,1.903454545,1.903454545,2.33
2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,1.903454545,1.903454545,2.3,2.3,2.3,2.3,1.903454545,1.903454545,1.903454545,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,1.903454545,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,1.903454545,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,1.903454545,2.3,2.3,2.3,2.3,2.3,2.3,2.3,1.903454545,2.3,1.903454545,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,1.903454545,1.903454545,1.903454545,2.3,1.903454545,1.903454545,1.903454545,1.903454545,2.3
2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,1.903454545,1.903454545,2.29,2.29,2.29,2.29,1.903454545,1.903454545,1.903454545,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,1.903454545,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,1.903454545,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,1.903454545,2.29,2.29,2.29,2.29,2.29,2.29,2.29,1.903454545,2.29,1.903454545,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,2.29,1.903454545,1.903454545,1.903454545,2.29,1.903454545,1.903454545,1.903454545,1.903454545,2.29
2.315,2.315,2.315,2.315,2.315,2.315,2.315,2.315,2.315,2.315,2.315,1.903454545,1.903454545,2.315,2.315,2.315,2.315,1.903454545,1.903454545,1.903454545,2.315,2.315,2.315,2.315,2.315,2.315,2.315,2.315,2.315,1.903454545,2.315,2.315,2.315,2.315,2.315,2.315,2.315,2.315,2.315,1.903454545,2.315,2.315,2.315,2.315,2.315,2.315,2.315,2.315,1.903454545,2.315,2.315,2.315,2.315,2.315,2.315,2.315,1.903454545,2.315,1.903454545,2.315,2.315,2.315,2.315,2.315,2.315,2.315,2.315,2.315,2.315,2.315,2.315,2.315,2.315,2.315,2.315,2.315,2.315,2.315,2.315,2.315,2.315,2.315,2.315,2.315,2.315,2.315,2.315,2.315,2.315,2.315,2.315,2.315,2.315,2.315,2.315,1.903454545,1.903454545,1.903454545,2.315,1.903454545,1.903454545,1.903454545,1.903454545,2.315
2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,1.903454545,1.903454545,2.34,2.34,2.34,2.34,1.903454545,1.903454545,1.903454545,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,1.903454545,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,1.903454545,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,1.903454545,2.34,2.34,2.34,2.34,2.34,2.34,2.34,1.903454545,2.34,1.903454545,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,2.34,1.903454545,1.903454545,1.903454545,2.34,1.903454545,1.903454545,1.903454545,1.903454545,2.34
2.365,2.365,2.365,2.365,2.365,2.365,2.365,2.365,2.365,2.365,2.365,1.903454545,1.903454545,2.365,2.365,2.365,2.365,1.903454545,1.903454545,1.903454545,2.365,2.365,2.365,2.365,2.365,2.365,2.365,2.365,2.365,1.903454545,2.365,2.365,2.365,2.365,2.365,2.365,2.365,2.365,2.365,1.903454545,2.365,2.365,2.365,2.365,2.365,2.365,2.365,2.365,1.903454545,2.365,2.365,2.365,2.365,2.365,2.365,2.365,1.903454545,2.365,1.903454545,2.365,2.365,2.365,2.365,2.365,2.365,2.365,2.365,2.365,2.365,2.365,2.365,2.365,2.365,2.365,2.365,2.365,2.365,2.365,2.365,2.365,2.365,2.365,2.365,2.365,2.365,2.365,2.365,2.365,2.365,2.365,2.365,2.365,2.365,2.365,2.365,1.903454545,1.903454545,1.903454545,2.365,1.903454545,1.903454545,1.903454545,1.903454545,2.365
2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,1.903454545,1.903454545,2.39,2.39,2.39,2.39,1.903454545,1.903454545,1.903454545,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,1.903454545,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,1.903454545,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,1.903454545,2.39,2.39,2.39,2.39,2.39,2.39,2.39,1.903454545,2.39,1.903454545,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,1.903454545,1.903454545,1.903454545,2.39,1.903454545,1.903454545,1.903454545,1.903454545,2.39
2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,1.903454545,1.903454545,2.39,2.39,2.39,2.39,1.903454545,1.903454545,1.903454545,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,1.903454545,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,1.903454545,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,1.903454545,2.39,2.39,2.39,2.39,2.39,2.39,2.39,1.903454545,2.39,1.903454545,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,2.39,1.903454545,1.903454545,1.903454545,2.39,1.903454545,1.903454545,1.903454545,1.903454545,2.39
2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41,1.903454545,1.903454545,2.41,2.41,2.41,2.41,1.903454545,1.903454545,1.903454545,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41,1.903454545,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41,1.903454545,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41,1.903454545,2.41,2.41,2.41,2.41,2.41,2.41,2.41,1.903454545,2.41,1.903454545,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41,2.41,1.903454545,1.903454545,1.903454545,2.41,1.903454545,1.903454545,1.903454545,1.903454545,2.41
2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,1.903454545,1.903454545,2.49,2.49,2.49,2.49,1.903454545,1.903454545,1.903454545,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,1.903454545,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,1.903454545,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,1.903454545,2.49,2.49,2.49,2.49,2.49,2.49,2.49,1.903454545,2.49,1.903454545,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,2.49,1.903454545,1.903454545,1.903454545,2.49,1.903454545,1.903454545,1.903454545,1.903454545,2.49
2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,1.903454545,1.903454545,2.54,2.54,2.54,2.54,1.903454545,1.903454545,1.903454545,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,1.903454545,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,1.903454545,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,1.903454545,2.54,2.54,2.54,2.54,2.54,2.54,2.54,1.903454545,2.54,1.903454545,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,1.903454545,1.903454545,1.903454545,2.54,1.903454545,1.903454545,1.903454545,1.903454545,2.54
2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,1.903454545,1.903454545,2.54,2.54,2.54,2.54,1.903454545,1.903454545,1.903454545,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,1.903454545,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,1.903454545,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,1.903454545,2.54,2.54,2.54,2.54,2.54,2.54,2.54,1.903454545,2.54,1.903454545,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,2.54,1.903454545,1.903454545,1.903454545,2.54,1.903454545,1.903454545,1.903454545,1.903454545,2.54
2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,1.903454545,1.903454545,2.536666667,2.536666667,2.536666667,2.536666667,1.903454545,1.903454545,1.903454545,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,1.903454545,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,1.903454545,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,1.903454545,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,1.903454545,2.536666667,1.903454545,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,2.536666667,1.903454545,1.903454545,1.903454545,2.536666667,1.903454545,1.903454545,1.903454545,1.903454545,2.536666667
2.533333333,2.533333333,2.533333333,2.533333333,2.533333333,2.533333333,2.533333333,2.533333333,2.533333333,2.533333333,2.533333333,1.903454545,1.903454545,2.533333333,2.533333333,2.533333333,2.533333333,1.903454545,1.903454545,1.903454545,2.533333333,2.533333333,2.533333333,2.533333333,2.533333333,2.533333333,2.533333333,2.533333333,2.533333333,1.903454545,2.533333333,2.533333333,2.533333333,2.533333333,2.533333333,2.533333333,2.533333333,2.533333333,2.533333333,1.903454545,2.533333333,2.533333333,2.533333333,2.533333333,2.533333333,2.533333333,2.533333333,2.533333333,1.903454545,2.533333333,2.533333333,2.533333333,2.533333333,2.533333333,2.533333333,2.533333333,1.903454545,2.533333333,1.903454545,2.533333333,2.533333333,2.533333333,2.533333333,2.533333333,2.533333333,2.533333333,2.533333333,2.533333333,2.533333333,2.533333333,2.533333333,2.533333333,2.533333333,2.533333333,2.533333333,2.533333333,2.533333333,2.533333333,2.533333333,2.533333333,2.533333333,2.533333333,2.533333333,2.533333333,2.533333333,2.533333333,2.533333333,2.533333333,2.533333333,2.533333333,2.533333333,2.533333333,2.533333333,2.533333333,2.533333333,1.903454545,1.903454545,1.903454545,2.533333333,1.903454545,1.903454545,1.903454545,1.903454545,2.533333333
2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,1.903454545,1.903454545,2.53,2.53,2.53,2.53,1.903454545,1.903454545,1.903454545,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,1.903454545,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,1.903454545,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,1.903454545,2.53,2.53,2.53,2.53,2.53,2.53,2.53,1.903454545,2.53,1.903454545,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,2.53,1.903454545,1.903454545,1.903454545,2.53,1.903454545,1.903454545,1.903454545,1.903454545,2.53
